loss,delay,fast_recovery,md5_hash,ttc
0.0,20,1,d9a856f5496439520b75287ae5ce6e3e,0.2666451930999756
0.0,20,1,d9a856f5496439520b75287ae5ce6e3e,0.26975202560424805
0.0,20,1,d9a856f5496439520b75287ae5ce6e3e,0.2805347442626953
0.0,20,1,d9a856f5496439520b75287ae5ce6e3e,0.27361059188842773
0.0,20,1,d9a856f5496439520b75287ae5ce6e3e,0.27794623374938965
0.0,20,0,d9a856f5496439520b75287ae5ce6e3e,0.3052408695220947
0.0,20,0,d9a856f5496439520b75287ae5ce6e3e,0.27274465560913086
0.0,20,0,d9a856f5496439520b75287ae5ce6e3e,0.2873868942260742
